gender,age,membership_tier,province,customer_age_days,category,brand,product_rating,courier_name,courier_type,avg_delivery_days,damage_rate,promo_name,promo_type,promo_discount_rate,channel_type,payment_method,quantity,unit_price,tier_discount_pct,campaign_discount_pct,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,customer_tenure_months,order_month,order_dayofweek,is_weekend,age_group,logistics_risk,hist_order_count_30d,hist_return_count_30d,hist_return_rate_30d,hist_spend_sum_30d,hist_order_count_60d,hist_return_count_60d,hist_return_rate_60d,hist_spend_sum_60d,hist_order_count_90d,hist_return_count_90d,hist_return_rate_90d,hist_spend_sum_90d,hist_order_count_180d,hist_return_count_180d,hist_return_rate_180d,hist_spend_sum_180d,hist_order_count_365d,hist_return_count_365d,hist_return_rate_365d,hist_spend_sum_365d,discount_amount_ratio,category_payment,category_channel,province_payment,is_returned,dataset_split
Other,27,Gold,Songkhla,1294,Supplement,OmegaPlus,4.6,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Shopee,Credit_Card,1,750.0,0.15,0.0,0.15,112.5,637.5,2,0,1,30,12,0.08,34.166666666666664,8,6,1,20-30,0.0,0,0,0.0,0.0,2,0,0.0,2448.0,6,0,0.0,12350.5,9,0,0.0,14084.5,12,1,0.08333333333333333,17933.5,0.15,Supplement_Credit_Card,Supplement_Shopee,Songkhla_Credit_Card,0,full_feature_frame
Female,36,Bronze,Chiang Mai,997,Electronics,ShieldCase,4.4,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Shopee,Bank_Transfer,2,350.0,0.05,0.0,0.05,35.0,665.0,3,0,1,162,4,0.0,24.266666666666666,8,6,1,30-40,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1425.0,4,0,0.0,6241.5,0.05,Electronics_Bank_Transfer,Electronics_Shopee,Chiang Mai_Bank_Transfer,0,full_feature_frame
Male,30,Bronze,Remote_Area,2068,Supplement,VitaBoost,3.7,FastShip,Express,1.5,0.01,Tech Gadget Fest,Campaign,0.15,Mobile_App,Credit_Card,2,890.0,0.05,0.15,0.2,356.0,1424.0,2,0,3,48,6,0.5,59.96666666666667,8,6,1,20-30,0.0,0,0,0.0,0.0,1,1,1.0,427.5,1,1,1.0,427.5,5,3,0.6,8707.5,6,3,0.5,10237.5,0.2,Supplement_Credit_Card,Supplement_Mobile_App,Remote_Area_Credit_Card,0,full_feature_frame
Male,36,Silver,Nonthaburi,2277,Cosmetics,AromaX,4.8,EcoDelivery,Eco,5.0,0.05,Tech Gadget Fest,Campaign,0.15,Mobile_App,Bank_Transfer,2,2800.0,0.1,0.15,0.25,1400.0,4200.0,1,0,5,14,9,0.11,66.93333333333334,8,6,1,30-40,0.05,1,0,0.0,975.0,2,0,0.0,2055.0,3,0,0.0,3135.0,5,0,0.0,9345.0,9,1,0.1111111111111111,14925.0,0.25,Cosmetics_Bank_Transfer,Cosmetics_Mobile_App,Nonthaburi_Bank_Transfer,0,full_feature_frame
Male,64,Silver,Chonburi,640,Supplement,MuscleFuel,4.0,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TV_Show,Credit_Card,2,1800.0,0.1,0.0,0.1,360.0,3240.0,2,0,10,4,7,0.29,12.366666666666667,8,6,1,>50,0.0,2,1,0.5,5040.0,3,2,0.6666666666666666,5355.0,4,2,0.5,7515.0,6,2,0.3333333333333333,9918.0,7,2,0.2857142857142857,11088.0,0.1,Supplement_Credit_Card,Supplement_TV_Show,Chonburi_Credit_Card,0,full_feature_frame
Female,35,Bronze,Nonthaburi,955,Electronics,SoundMax,4.0,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Mobile_App,COD,2,1200.0,0.05,0.0,0.05,120.0,2280.0,3,0,10,34,3,0.0,22.866666666666667,8,6,1,30-40,0.05,0,0,0.0,0.0,1,0,0.0,3781.0,1,0,0.0,3781.0,3,0,0.0,6707.0,3,0,0.0,6707.0,0.05,Electronics_COD,Electronics_Mobile_App,Nonthaburi_COD,0,full_feature_frame
Male,48,Bronze,Khon Kaen,1424,Cosmetics,AromaX,4.8,FastShip,Express,1.5,0.01,No Promotion,,0.0,TikTok,Bank_Transfer,1,2800.0,0.05,0.0,0.05,140.0,2660.0,1,0,11,4,5,0.4,38.5,8,6,1,40-50,0.01,1,0,0.0,2090.0,1,0,0.0,2090.0,1,0,0.0,2090.0,3,0,0.0,4826.0,5,2,0.4,9091.5,0.05,Cosmetics_Bank_Transfer,Cosmetics_TikTok,Khon Kaen_Bank_Transfer,0,full_feature_frame
Female,61,Bronze,Bangkok,2458,Home_Appliance,CookEasy,4.3,FastShip,Express,1.5,0.01,No Promotion,,0.0,Shopee,COD,1,1500.0,0.05,0.0,0.05,75.0,1425.0,1,1,12,39,5,0.2,72.96666666666667,8,6,1,>50,0.01,0,0,0.0,0.0,2,1,0.5,3610.0,2,1,0.5,3610.0,4,1,0.25,12825.0,5,1,0.2,15375.0,0.05,Home_Appliance_COD,Home_Appliance_Shopee,Bangkok_COD,0,full_feature_frame
Female,38,Silver,Songkhla,1385,Home_Appliance,HomePro,4.1,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Shopee,COD,2,2200.0,0.1,0.0,0.1,440.0,3960.0,1,0,15,-1,0,0.0,37.2,8,6,1,30-40,0.05,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.1,Home_Appliance_COD,Home_Appliance_Shopee,Songkhla_COD,0,full_feature_frame
Female,27,Silver,Nonthaburi,1062,Electronics,SoundMax,4.0,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Shopee,Bank_Transfer,2,1200.0,0.1,0.0,0.1,240.0,2160.0,3,0,18,108,5,0.2,26.433333333333334,8,6,1,20-30,0.02,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,1,0.3333333333333333,3087.5,5,1,0.2,5959.5,0.1,Electronics_Bank_Transfer,Electronics_Shopee,Nonthaburi_Bank_Transfer,0,full_feature_frame
Female,39,Gold,Remote_Area,1794,Home_Appliance,HomePro,4.1,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Shopee,Credit_Card,1,2200.0,0.15,0.0,0.15,330.0,1870.0,2,1,0,63,6,0.0,50.86666666666667,8,0,0,30-40,0.02,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,2550.0,2,0,0.0,4590.0,6,0,0.0,10245.0,0.15,Home_Appliance_Credit_Card,Home_Appliance_Shopee,Remote_Area_Credit_Card,0,full_feature_frame
Male,54,Bronze,Phuket,1422,Home_Appliance,CookEasy,4.3,SafeLogistics,Standard,3.0,0.02,Tech Gadget Fest,Campaign,0.15,TikTok,COD,1,1500.0,0.05,0.15,0.2,300.0,1200.0,2,1,3,25,8,0.5,38.46666666666667,8,0,0,>50,0.02,2,1,0.5,3230.0,2,1,0.5,3230.0,2,1,0.5,3230.0,6,3,0.5,12160.0,8,4,0.5,17480.0,0.2,Home_Appliance_COD,Home_Appliance_TikTok,Phuket_COD,1,full_feature_frame
Female,26,Gold,Nonthaburi,2415,Home_Appliance,HomePro,4.1,FastShip,Express,1.5,0.01,Tech Gadget Fest,Campaign,0.15,Mobile_App,Bank_Transfer,2,2200.0,0.15,0.15,0.3,1320.0,3080.0,2,0,4,138,4,0.0,71.56666666666666,8,0,0,20-30,0.01,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,1517.5,4,0,0.0,4322.5,0.3,Home_Appliance_Bank_Transfer,Home_Appliance_Mobile_App,Nonthaburi_Bank_Transfer,0,full_feature_frame
Male,24,Silver,Songkhla,753,Electronics,BoomBox,3.8,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Mobile_App,Bank_Transfer,1,990.0,0.1,0.0,0.1,99.0,891.0,3,1,4,18,4,0.0,16.166666666666668,8,0,0,20-30,0.02,1,0,0.0,900.0,2,0,0.0,1791.0,3,0,0.0,2466.0,3,0,0.0,2466.0,4,0,0.0,8766.0,0.1,Electronics_Bank_Transfer,Electronics_Mobile_App,Songkhla_Bank_Transfer,0,full_feature_frame
Male,18,Silver,Khon Kaen,917,Supplement,OmegaPlus,4.6,SafeLogistics,Standard,3.0,0.02,Tech Gadget Fest,Campaign,0.15,Mobile_App,COD,1,750.0,0.1,0.15,0.25,187.5,562.5,1,0,8,90,3,0.0,21.633333333333333,8,0,0,<20,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,6592.5,3,0,0.0,6592.5,0.25,Supplement_COD,Supplement_Mobile_App,Khon Kaen_COD,0,full_feature_frame
Female,27,Bronze,Phuket,1299,Electronics,BoomBox,3.8,FastShip,Express,1.5,0.01,Tech Gadget Fest,Campaign,0.15,Shopee,COD,2,990.0,0.05,0.15,0.2,396.0,1584.0,1,0,8,53,6,0.0,34.36666666666667,8,0,0,20-30,0.01,0,0,0.0,0.0,1,0,0.0,2090.0,2,0,0.0,3325.0,4,0,0.0,4503.0,6,0,0.0,15428.0,0.2,Electronics_COD,Electronics_Shopee,Phuket_COD,0,full_feature_frame
Male,62,Silver,Remote_Area,2054,Supplement,VitaBoost,3.7,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Shopee,COD,2,890.0,0.1,0.0,0.1,178.0,1602.0,3,0,8,29,3,0.67,59.53333333333333,8,0,0,>50,0.0,1,1,1.0,4050.0,2,1,0.5,8010.0,2,1,0.5,8010.0,2,1,0.5,8010.0,3,2,0.6666666666666666,9770.0,0.1,Supplement_COD,Supplement_Shopee,Remote_Area_COD,0,full_feature_frame
Male,22,Gold,Remote_Area,1004,Cosmetics,GlowUp,4.9,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TikTok,COD,2,450.0,0.15,0.0,0.15,135.0,765.0,2,0,10,136,4,0.5,24.533333333333335,8,0,0,20-30,0.02,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,960.0,4,2,0.5,5615.0,0.15,Cosmetics_COD,Cosmetics_TikTok,Remote_Area_COD,1,full_feature_frame
Male,65,Bronze,Phuket,2066,Cosmetics,GlowUp,4.9,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TV_Show,Bank_Transfer,1,450.0,0.05,0.0,0.05,22.5,427.5,2,0,15,97,4,0.5,59.93333333333333,8,0,0,>50,0.02,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,1,0.5,3851.0,4,2,0.5,7356.5,0.05,Cosmetics_Bank_Transfer,Cosmetics_TV_Show,Phuket_Bank_Transfer,0,full_feature_frame
Female,31,Silver,Chonburi,2181,Cosmetics,SkinLab,4.2,SafeLogistics,Standard,3.0,0.02,Tech Gadget Fest,Campaign,0.15,TikTok,Credit_Card,1,1200.0,0.1,0.15,0.25,300.0,900.0,2,1,20,2,11,0.09,63.766666666666666,8,0,0,30-40,0.02,1,0,0.0,742.5,2,0,0.0,1822.5,5,0,0.0,13972.5,9,1,0.1111111111111111,24212.5,11,1,0.09090909090909091,28403.5,0.25,Cosmetics_Credit_Card,Cosmetics_TikTok,Chonburi_Credit_Card,0,full_feature_frame
Male,34,Bronze,Phuket,2307,Fashion,DenimCo,4.2,SafeLogistics,Standard,3.0,0.02,Tech Gadget Fest,Campaign,0.15,TV_Show,Credit_Card,1,890.0,0.05,0.15,0.2,178.0,712.0,1,0,23,79,4,0.0,67.96666666666667,8,0,0,30-40,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,6650.0,1,0,0.0,6650.0,4,0,0.0,21540.0,0.2,Fashion_Credit_Card,Fashion_TV_Show,Phuket_Credit_Card,0,full_feature_frame
Female,30,Bronze,Khon Kaen,1515,Cosmetics,GlowUp,4.9,EcoDelivery,Eco,5.0,0.05,Tech Gadget Fest,Campaign,0.15,TikTok,Credit_Card,2,450.0,0.05,0.15,0.2,180.0,720.0,1,0,2,61,5,0.6,41.6,8,1,0,20-30,0.05,0,0,0.0,0.0,0,0,0.0,0.0,2,1,0.5,5985.0,2,1,0.5,5985.0,5,3,0.6,17242.5,0.2,Cosmetics_Credit_Card,Cosmetics_TikTok,Khon Kaen_Credit_Card,0,full_feature_frame
Female,67,Bronze,Phuket,1765,Supplement,OmegaPlus,4.6,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TikTok,Credit_Card,2,750.0,0.05,0.0,0.05,75.0,1425.0,2,0,11,26,6,0.5,49.93333333333333,8,1,0,>50,0.0,1,0,0.0,2850.0,1,0,0.0,2850.0,4,2,0.5,8350.5,6,3,0.5,9671.0,6,3,0.5,9671.0,0.05,Supplement_Credit_Card,Supplement_TikTok,Phuket_Credit_Card,0,full_feature_frame
Female,63,Bronze,Khon Kaen,1161,Electronics,BoomBox,3.8,FastShip,Express,1.5,0.01,Tech Gadget Fest,Campaign,0.15,TikTok,Bank_Transfer,1,990.0,0.05,0.15,0.2,198.0,792.0,1,0,14,61,3,0.0,29.8,8,1,0,>50,0.01,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,2280.0,3,0,0.0,4550.5,3,0,0.0,4550.5,0.2,Electronics_Bank_Transfer,Electronics_TikTok,Khon Kaen_Bank_Transfer,0,full_feature_frame
Female,35,Gold,Songkhla,2356,Supplement,VitaBoost,3.7,EcoDelivery,Eco,5.0,0.05,Tech Gadget Fest,Campaign,0.15,Shopee,Bank_Transfer,2,890.0,0.15,0.15,0.3,534.0,1246.0,2,0,22,16,3,0.0,69.63333333333334,8,1,0,30-40,0.0,1,0,0.0,382.5,1,0,0.0,382.5,3,0,0.0,2295.0,3,0,0.0,2295.0,3,0,0.0,2295.0,0.3,Supplement_Bank_Transfer,Supplement_Shopee,Songkhla_Bank_Transfer,0,full_feature_frame
Female,25,Bronze,Bangkok,2253,Supplement,OmegaPlus,4.6,EcoDelivery,Eco,5.0,0.05,Tech Gadget Fest,Campaign,0.15,TV_Show,COD,1,750.0,0.05,0.15,0.2,150.0,600.0,2,1,8,26,5,0.0,66.23333333333333,8,2,0,20-30,0.0,1,0,0.0,960.0,1,0,0.0,960.0,2,0,0.0,4285.0,4,0,0.0,8256.0,5,0,0.0,8968.5,0.2,Supplement_COD,Supplement_TV_Show,Bangkok_COD,0,full_feature_frame
Female,65,Gold,Bangkok,827,Supplement,VitaBoost,3.7,FastShip,Express,1.5,0.01,Tech Gadget Fest,Campaign,0.15,Mobile_App,COD,1,890.0,0.15,0.15,0.3,267.0,623.0,1,0,8,116,3,0.0,18.7,8,2,0,>50,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,2411.5,3,0,0.0,4451.5,0.3,Supplement_COD,Supplement_Mobile_App,Bangkok_COD,1,full_feature_frame
Male,60,Silver,Nonthaburi,1194,Supplement,MuscleFuel,4.0,EcoDelivery,Eco,5.0,0.05,Tech Gadget Fest,Campaign,0.15,Mobile_App,COD,1,1800.0,0.1,0.15,0.25,450.0,1350.0,2,0,8,10,5,0.0,30.933333333333334,8,2,0,>50,0.0,1,0,0.0,2985.0,1,0,0.0,2985.0,1,0,0.0,2985.0,2,0,0.0,5025.0,5,0,0.0,8301.0,0.25,Supplement_COD,Supplement_Mobile_App,Nonthaburi_COD,1,full_feature_frame
Female,30,Silver,Songkhla,2136,Cosmetics,AromaX,4.8,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TikTok,Bank_Transfer,1,2800.0,0.1,0.0,0.1,280.0,2520.0,2,0,8,61,7,0.43,62.333333333333336,8,2,0,20-30,0.05,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1080.0,6,2,0.3333333333333333,8442.0,7,3,0.42857142857142855,8722.0,0.1,Cosmetics_Bank_Transfer,Cosmetics_TikTok,Songkhla_Bank_Transfer,0,full_feature_frame
Male,46,Bronze,Phuket,1794,Supplement,GlowDrink,4.3,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TikTok,Credit_Card,2,1200.0,0.05,0.0,0.05,120.0,2280.0,3,0,13,202,1,0.0,50.93333333333333,8,2,0,40-50,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1045.0,0.05,Supplement_Credit_Card,Supplement_TikTok,Phuket_Credit_Card,0,full_feature_frame
Female,56,Silver,Chonburi,1519,Supplement,OmegaPlus,4.6,FastShip,Express,1.5,0.01,No Promotion,,0.0,Mobile_App,COD,1,750.0,0.1,0.0,0.1,75.0,675.0,1,1,14,81,4,0.5,41.766666666666666,8,2,0,>50,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1080.0,2,0,0.0,2100.0,4,2,0.5,5959.0,0.1,Supplement_COD,Supplement_Mobile_App,Chonburi_COD,0,full_feature_frame
Female,20,Silver,Chonburi,1601,Electronics,ShieldCase,4.4,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TikTok,Bank_Transfer,2,350.0,0.1,0.0,0.1,70.0,630.0,2,0,17,7,5,0.0,44.5,8,2,0,<20,0.0,1,0,0.0,522.0,1,0,0.0,522.0,4,0,0.0,4932.0,4,0,0.0,4932.0,5,0,0.0,6282.0,0.1,Electronics_Bank_Transfer,Electronics_TikTok,Chonburi_Bank_Transfer,0,full_feature_frame
Male,32,Bronze,Chiang Mai,2269,Home_Appliance,HomePro,4.1,FastShip,Express,1.5,0.01,Tech Gadget Fest,Campaign,0.15,TikTok,Credit_Card,1,2200.0,0.05,0.15,0.2,440.0,1760.0,3,0,5,9,3,0.33,66.8,8,3,0,30-40,0.01,2,1,0.5,2429.5,2,1,0.5,2429.5,2,1,0.5,2429.5,2,1,0.5,2429.5,3,1,0.3333333333333333,2857.0,0.2,Home_Appliance_Credit_Card,Home_Appliance_TikTok,Chiang Mai_Credit_Card,1,full_feature_frame
Female,53,Bronze,Khon Kaen,2068,Home_Appliance,CookEasy,4.3,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Mobile_App,Credit_Card,1,1500.0,0.05,0.0,0.05,75.0,1425.0,3,1,5,44,11,0.55,60.1,8,3,0,>50,0.05,0,0,0.0,0.0,3,3,1.0,7685.5,4,3,0.75,8825.5,8,4,0.5,17716.0,11,6,0.5454545454545454,21193.0,0.05,Home_Appliance_Credit_Card,Home_Appliance_Mobile_App,Khon Kaen_Credit_Card,0,full_feature_frame
Female,30,Platinum,Phuket,1995,Cosmetics,AromaX,4.8,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Shopee,COD,1,2800.0,0.2,0.0,0.2,560.0,2240.0,1,1,8,24,3,0.0,57.666666666666664,8,3,0,20-30,0.02,1,0,0.0,4480.0,2,0,0.0,5200.0,2,0,0.0,5200.0,2,0,0.0,5200.0,3,0,0.0,5912.0,0.2,Cosmetics_COD,Cosmetics_Shopee,Phuket_COD,0,full_feature_frame
Female,66,Silver,Phuket,1352,Electronics,ShieldCase,4.4,EcoDelivery,Eco,5.0,0.05,Tech Gadget Fest,Campaign,0.15,TV_Show,Bank_Transfer,2,350.0,0.1,0.15,0.25,175.0,525.0,2,0,8,6,7,0.71,36.233333333333334,8,3,0,>50,0.0,1,0,0.0,1080.0,2,1,0.5,2862.0,3,2,0.6666666666666666,4212.0,7,5,0.7142857142857143,18144.0,7,5,0.7142857142857143,18144.0,0.25,Electronics_Bank_Transfer,Electronics_TV_Show,Phuket_Bank_Transfer,0,full_feature_frame
Female,53,Bronze,Khon Kaen,2333,Supplement,MuscleFuel,4.0,FastShip,Express,1.5,0.01,No Promotion,,0.0,Shopee,Bank_Transfer,1,1800.0,0.05,0.0,0.05,90.0,1710.0,1,0,10,26,5,0.6,68.93333333333334,8,3,0,>50,0.0,1,0,0.0,427.5,1,0,0.0,427.5,1,0,0.0,427.5,5,3,0.6,7932.5,5,3,0.6,7932.5,0.05,Supplement_Bank_Transfer,Supplement_Shopee,Khon Kaen_Bank_Transfer,0,full_feature_frame
Male,31,Bronze,Songkhla,2290,Supplement,OmegaPlus,4.6,FastShip,Express,1.5,0.01,Tech Gadget Fest,Campaign,0.15,TV_Show,Credit_Card,1,750.0,0.05,0.15,0.2,150.0,600.0,1,0,10,5,3,0.67,67.5,8,3,0,30-40,0.0,1,1,1.0,2400.0,1,1,1.0,2400.0,2,2,1.0,3065.0,3,2,0.6666666666666666,5155.0,3,2,0.6666666666666666,5155.0,0.2,Supplement_Credit_Card,Supplement_TV_Show,Songkhla_Credit_Card,1,full_feature_frame
Male,38,Bronze,Phuket,979,Cosmetics,GlowUp,4.9,FastShip,Express,1.5,0.01,No Promotion,,0.0,Mobile_App,Bank_Transfer,2,450.0,0.05,0.0,0.05,45.0,855.0,2,1,19,29,8,0.38,23.8,8,3,0,30-40,0.01,1,0,0.0,845.5,2,1,0.5,1691.0,2,1,0.5,1691.0,5,3,0.6,6798.5,8,3,0.375,13912.5,0.05,Cosmetics_Bank_Transfer,Cosmetics_Mobile_App,Phuket_Bank_Transfer,0,full_feature_frame
Female,42,Gold,Khon Kaen,1737,Home_Appliance,PureAir,4.6,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Mobile_App,COD,1,4500.0,0.15,0.0,0.15,675.0,3825.0,2,1,21,33,6,0.17,49.06666666666667,8,3,0,40-50,0.05,0,0,0.0,0.0,2,1,0.5,4318.0,2,1,0.5,4318.0,4,1,0.25,6715.5,6,1,0.16666666666666666,13600.5,0.15,Home_Appliance_COD,Home_Appliance_Mobile_App,Khon Kaen_COD,1,full_feature_frame
Female,60,Silver,Khon Kaen,1350,Home_Appliance,CookEasy,4.3,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Mobile_App,Bank_Transfer,1,1500.0,0.1,0.0,0.1,150.0,1350.0,1,0,22,14,6,0.0,36.166666666666664,8,3,0,>50,0.05,1,0,0.0,1620.0,1,0,0.0,1620.0,1,0,0.0,1620.0,4,0,0.0,5895.0,6,0,0.0,8856.0,0.1,Home_Appliance_Bank_Transfer,Home_Appliance_Mobile_App,Khon Kaen_Bank_Transfer,0,full_feature_frame
Male,30,Bronze,Remote_Area,2068,Home_Appliance,HomePro,4.1,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Mobile_App,COD,1,2200.0,0.05,0.0,0.05,110.0,2090.0,3,0,3,5,7,0.43,60.13333333333333,8,4,0,20-30,0.02,1,0,0.0,1424.0,2,1,0.5,1851.5,2,1,0.5,1851.5,6,3,0.5,10131.5,7,3,0.42857142857142855,11661.5,0.05,Home_Appliance_COD,Home_Appliance_Mobile_App,Remote_Area_COD,1,full_feature_frame
Female,30,Bronze,Remote_Area,1562,Electronics,BoomBox,3.8,FastShip,Express,1.5,0.01,Tech Gadget Fest,Campaign,0.15,Shopee,Bank_Transfer,2,990.0,0.05,0.15,0.2,396.0,1584.0,1,0,7,32,10,0.0,43.266666666666666,8,4,0,20-30,0.01,0,0,0.0,0.0,2,0,0.0,2042.5,3,0,0.0,6792.5,7,0,0.0,16530.0,10,0,0.0,26125.0,0.2,Electronics_Bank_Transfer,Electronics_Shopee,Remote_Area_Bank_Transfer,0,full_feature_frame
Female,67,Bronze,Bangkok,785,Fashion,DenimCo,4.2,FastShip,Express,1.5,0.01,No Promotion,,0.0,Mobile_App,Credit_Card,2,890.0,0.05,0.0,0.05,89.0,1691.0,1,0,8,11,9,0.33,17.366666666666667,8,4,0,>50,0.0,1,1,1.0,1140.0,3,2,0.6666666666666666,7410.0,3,2,0.6666666666666666,7410.0,5,3,0.6,9465.0,9,3,0.3333333333333333,21220.5,0.05,Fashion_Credit_Card,Fashion_Mobile_App,Bangkok_Credit_Card,1,full_feature_frame
Male,19,Bronze,Chiang Mai,1990,Fashion,UniStyle,4.5,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Mobile_App,Bank_Transfer,1,290.0,0.05,0.0,0.05,14.5,275.5,1,0,11,94,2,0.0,57.53333333333333,8,4,0,<20,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,5320.0,2,0,0.0,6555.0,0.05,Fashion_Bank_Transfer,Fashion_Mobile_App,Chiang Mai_Bank_Transfer,0,full_feature_frame
Male,50,Silver,Bangkok,952,Fashion,UniStyle,4.5,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Mobile_App,Credit_Card,2,290.0,0.1,0.0,0.1,58.0,522.0,1,0,13,102,2,0.0,22.933333333333334,8,4,0,40-50,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,3850.0,2,0,0.0,3850.0,0.1,Fashion_Credit_Card,Fashion_Mobile_App,Bangkok_Credit_Card,0,full_feature_frame
Female,26,Gold,Chonburi,1284,Home_Appliance,CookEasy,4.3,EcoDelivery,Eco,5.0,0.05,Tech Gadget Fest,Campaign,0.15,Shopee,COD,2,1500.0,0.15,0.15,0.3,900.0,2100.0,1,0,17,167,3,0.0,34.0,8,4,0,20-30,0.05,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,2380.0,3,0,0.0,8425.0,0.3,Home_Appliance_COD,Home_Appliance_Shopee,Chonburi_COD,1,full_feature_frame
Male,42,Bronze,Phuket,1142,Electronics,TimeX,4.7,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Shopee,Credit_Card,2,3500.0,0.05,0.0,0.05,350.0,6650.0,3,0,22,9,3,0.67,29.266666666666666,8,4,0,40-50,0.02,1,1,1.0,3420.0,1,1,1.0,3420.0,2,1,0.5,4265.5,3,2,0.6666666666666666,8445.5,3,2,0.6666666666666666,8445.5,0.05,Electronics_Credit_Card,Electronics_Shopee,Phuket_Credit_Card,1,full_feature_frame
Male,18,Silver,Khon Kaen,917,Supplement,GlowDrink,4.3,SafeLogistics,Standard,3.0,0.02,Tech Gadget Fest,Campaign,0.15,Mobile_App,Credit_Card,2,1200.0,0.1,0.15,0.25,600.0,1800.0,3,0,23,4,4,0.0,21.766666666666666,8,4,0,<20,0.0,1,0,0.0,562.5,1,0,0.0,562.5,1,0,0.0,562.5,4,0,0.0,7155.0,4,0,0.0,7155.0,0.25,Supplement_Credit_Card,Supplement_Mobile_App,Khon Kaen_Credit_Card,0,full_feature_frame
Female,49,Gold,Bangkok,2019,Home_Appliance,CookEasy,4.3,FastShip,Express,1.5,0.01,Tech Gadget Fest,Campaign,0.15,Shopee,Bank_Transfer,2,1500.0,0.15,0.15,0.3,900.0,2100.0,1,0,23,32,7,0.0,58.5,8,4,0,40-50,0.01,0,0,0.0,0.0,2,0,0.0,3553.0,3,0,0.0,6936.0,6,0,0.0,14161.0,7,0,0.0,16031.0,0.3,Home_Appliance_Bank_Transfer,Home_Appliance_Shopee,Bangkok_Bank_Transfer,0,full_feature_frame
Male,29,Bronze,Chonburi,1378,Electronics,ShieldCase,4.4,EcoDelivery,Eco,5.0,0.05,Tech Gadget Fest,Campaign,0.15,Shopee,COD,2,350.0,0.05,0.15,0.2,140.0,560.0,3,0,3,13,6,0.17,37.166666666666664,8,5,1,20-30,0.0,1,1,1.0,855.0,1,1,1.0,855.0,1,1,1.0,855.0,4,1,0.25,8075.0,6,1,0.16666666666666666,11647.0,0.2,Electronics_COD,Electronics_Shopee,Chonburi_COD,1,full_feature_frame
